FIPSCode,LocationType,Location,ParentCounty,TypeofSchool,StaffResponse,TimeFrame,DataFormat,Data
06608610,School District,Chula Vista Elementary,San Diego County,High School,Most Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,High School,Some Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,High School,Few Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,High School,Almost No Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06608610,School District,Chula Vista Elementary,San Diego County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Elementary School,Nearly All Students,2015_2017,Percent,33.3
06608850,School District,Clay Joint Elementary,Fresno County,Elementary School,Most Students,2015_2017,Percent,66.7
06608850,School District,Clay Joint Elementary,Fresno County,Elementary School,Some Students,2015_2017,Percent,0.0
06608850,School District,Clay Joint Elementary,Fresno County,Elementary School,Few Students,2015_2017,Percent,0.0
06608850,School District,Clay Joint Elementary,Fresno County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06608850,School District,Clay Joint Elementary,Fresno County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Middle School,Most Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Middle School,Some Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Middle School,Few Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Middle School,Almost No Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,High School,Nearly All Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,High School,Most Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,High School,Some Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,High School,Few Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,High School,Almost No Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06608850,School District,Clay Joint Elementary,Fresno County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Elementary School,Nearly All Students,2015_2017,Percent,15.8
06608880,School District,Clear Creek Elementary,Nevada County,Elementary School,Most Students,2015_2017,Percent,68.4
06608880,School District,Clear Creek Elementary,Nevada County,Elementary School,Some Students,2015_2017,Percent,15.8
06608880,School District,Clear Creek Elementary,Nevada County,Elementary School,Few Students,2015_2017,Percent,0.0
06608880,School District,Clear Creek Elementary,Nevada County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06608880,School District,Clear Creek Elementary,Nevada County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Middle School,Most Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Middle School,Some Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Middle School,Few Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Middle School,Almost No Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,High School,Nearly All Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,High School,Most Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,High School,Some Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,High School,Few Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,High School,Almost No Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06608880,School District,Clear Creek Elementary,Nevada County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Elementary School,Nearly All Students,2015_2017,Percent,S
06609120,School District,Coalinga_Huron Unified,Fresno County,Elementary School,Most Students,2015_2017,Percent,S
06609120,School District,Coalinga_Huron Unified,Fresno County,Elementary School,Some Students,2015_2017,Percent,S
06609120,School District,Coalinga_Huron Unified,Fresno County,Elementary School,Few Students,2015_2017,Percent,S
06609120,School District,Coalinga_Huron Unified,Fresno County,Elementary School,Almost No Students,2015_2017,Percent,S
06609120,School District,Coalinga_Huron Unified,Fresno County,Middle School,Nearly All Students,2015_2017,Percent,9.1
06609120,School District,Coalinga_Huron Unified,Fresno County,Middle School,Most Students,2015_2017,Percent,45.5
06609120,School District,Coalinga_Huron Unified,Fresno County,Middle School,Some Students,2015_2017,Percent,45.5
06609120,School District,Coalinga_Huron Unified,Fresno County,Middle School,Few Students,2015_2017,Percent,0.0
06609120,School District,Coalinga_Huron Unified,Fresno County,Middle School,Almost No Students,2015_2017,Percent,0.0
06609120,School District,Coalinga_Huron Unified,Fresno County,High School,Nearly All Students,2015_2017,Percent,5.9
06609120,School District,Coalinga_Huron Unified,Fresno County,High School,Most Students,2015_2017,Percent,44.1
06609120,School District,Coalinga_Huron Unified,Fresno County,High School,Some Students,2015_2017,Percent,38.2
06609120,School District,Coalinga_Huron Unified,Fresno County,High School,Few Students,2015_2017,Percent,11.8
06609120,School District,Coalinga_Huron Unified,Fresno County,High School,Almost No Students,2015_2017,Percent,0.0
06609120,School District,Coalinga_Huron Unified,Fresno County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Elementary School,Nearly All Students,2015_2017,Percent,14.3
06609330,School District,College Elementary,Santa Barbara County,Elementary School,Most Students,2015_2017,Percent,61.9
06609330,School District,College Elementary,Santa Barbara County,Elementary School,Some Students,2015_2017,Percent,23.8
06609330,School District,College Elementary,Santa Barbara County,Elementary School,Few Students,2015_2017,Percent,0.0
06609330,School District,College Elementary,Santa Barbara County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06609330,School District,College Elementary,Santa Barbara County,Middle School,Nearly All Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Middle School,Most Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Middle School,Some Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Middle School,Few Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Middle School,Almost No Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,High School,Nearly All Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,High School,Most Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,High School,Some Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,High School,Few Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,High School,Almost No Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Non_Traditional,Nearly All Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Non_Traditional,Most Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Non_Traditional,Some Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Non_Traditional,Few Students,2015_2017,Percent,N_A
06609330,School District,College Elementary,Santa Barbara County,Non_Traditional,Almost No Students,2015_2017,Percent,N_A
06609570,School District,Colusa Unified,Colusa County,Elementary School,Nearly All Students,2015_2017,Percent,6.5
06609570,School District,Colusa Unified,Colusa County,Elementary School,Most Students,2015_2017,Percent,45.2
06609570,School District,Colusa Unified,Colusa County,Elementary School,Some Students,2015_2017,Percent,48.4
06609570,School District,Colusa Unified,Colusa County,Elementary School,Few Students,2015_2017,Percent,0.0
06609570,School District,Colusa Unified,Colusa County,Elementary School,Almost No Students,2015_2017,Percent,0.0
06609570,School District,Colusa Unified,Colusa County,Middle School,Nearly All Students,2015_2017,Percent,4.7
06609570,School District,Colusa Unified,Colusa County,Middle School,Most Students,2015_2017,Percent,51.2
06609570,School District,Colusa Unified,Colusa County,Middle School,Some Students,2015_2017,Percent,39.5
06609570,School District,Colusa Unified,Colusa County,Middle School,Few Students,2015_2017,Percent,4.7
06609570,School District,Colusa Unified,Colusa County,Middle School,Almost No Students,2015_2017,Percent,0.0
06609570,School District,Colusa Unified,Colusa County,High School,Nearly All Students,2015_2017,Percent,2.3
06609570,School District,Colusa Unified,Colusa County,High School,Most Students,2015_2017,Percent,62.8
